ti_id,titel,vols,jaar,druk,ppn_o,bibliotheek,categorie,_jaar,pers_id,voornaam,voorvoegsel,achternaam,jaar_geboren,jaar_overlijden,geb_datum,overl_datum,geb_plaats,overl_plaats,geb_plaats_code,geb_land_code,overl_plaats_code,overl_land_code,vrouw,url,text_url,maand,genre,
huyg001kerk01,"Kerkuraia mastix, satyra. Dat is, 't costelick mal",,1622.0,1ste druk,,,1,1622,huyg001,Constantijn,,Huygens,1596,1687,4 september,26 maart,Den Haag,Den Haag,denha004,,denha004,,0,https://dbnl.org/tekst/huyg001kerk01_01,,,poëzie,
huyg001mome02,Momenta desultoria,,1655.0,2de druk,424117096,munch001baye01,3,1655,huyg001,Constantijn,,Huygens,1596,1687,4 september,26 maart,Den Haag,Den Haag,denha004,,denha004,,0,https://dbnl.org/tekst/huyg001mome02_01,https://dbnl.org/nieuws/text.php?id=huyg001mome02,2019_02   ,poëzie,
huyg002begi01,De beginselen van Gods koninkryk in den mensch,,1689.0,1ste druk,377465232,denha004koni01,1,1689,huyg002,Pieter,,Huygen,1662,na 1724,,,Amsterdam,,amste001,,,,0,https://dbnl.org/tekst/huyg002begi01_01,https://dbnl.org/nieuws/text.php?id=huyg002begi01,2006_12   ,poëzie,
jaco009scha01,Den schat der armen oft een medecijn-boecxken,,1626.0,1ste druk,410867020,antwe001univ01,1,1626,jaco009,Heyman,,Jacobs,?(16de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/jaco009scha01_01,https://dbnl.org/nieuws/text.php?id=jaco009scha01,2017_04   ,poëzie,
jans004chri01,Christelijck vermaeck,,1645.0,1ste druk,393477835,denha004koni01,1,1645,jans004,Anthony,,Jansen,1621,1696,,6 juni,Goes,Bloemendaal,goes_001,,bloem001,,0,https://dbnl.org/tekst/jans004chri01_01,https://dbnl.org/nieuws/text.php?id=jans004chri01,2012_06   ,poëzie,
jans004lent01,"De lente in herfst. ter bruilofte van monsr. Jakobus Kops, en juffrouw Elizabet Barnaart",,1687.0,1ste druk,393213110,denha004koni01,1,1687,jans004,Anthony,,Jansen,1621,1696,,6 juni,Goes,Bloemendaal,goes_001,,bloem001,,0,https://dbnl.org/tekst/jans004lent01_01,https://dbnl.org/nieuws/text.php?id=jans004lent01,,poëzie,
jans004verg01,"De vergelyking. ter bruilofte van Isaak Feitama, met Katharina Rooleeuw",,1692.0,1ste druk,393213129,denha004koni01,1,1692,jans004,Anthony,,Jansen,1621,1696,,6 juni,Goes,Bloemendaal,goes_001,,bloem001,,0,https://dbnl.org/tekst/jans004verg01_01,https://dbnl.org/nieuws/text.php?id=jans004verg01,,poëzie,
jans004zede01,Zederymen,,1656.0,1ste druk,394969863,denha004koni01,1,1656,jans004,Anthony,,Jansen,1621,1696,,6 juni,Goes,Bloemendaal,goes_001,,bloem001,,0,https://dbnl.org/tekst/jans004zede01_01,https://dbnl.org/nieuws/text.php?id=jans004zede01,2012_09   ,poëzie,
jans065nieu02,Een nieu devoot geestelijck lietboeck,,1605.0,?,394974263,gent_001univ01,3,1605,jans065,Nicolaes,,Janssens,?(16de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/jans065nieu02_01,https://dbnl.org/nieuws/text.php?id=jans065nieu02,2010_07   ,poëzie,
japi001frie02,Friesche rymlerye,,1681.0,"2de, vermeerderde druk",393486702,denha004koni01,3,1681,japi001,Gysbert,,Japicx,1603,1666,,,Bolsward,Bolsward,bolsw001,,bolsw001,,0,https://dbnl.org/tekst/japi001frie02_01,https://dbnl.org/nieuws/text.php?id=japi001frie02,2012_05   ,poëzie,
jenn003ghee01,Gheestelycken waeckenden staf der Jodsche Schaep-Herders,,1651.0,1ste druk,400931346,gent_001univ01,1,1651,jenn003,Philippus,,Jennyn,?,1670,,16 juli,,Brugge,,,brugg001,,0,https://dbnl.org/tekst/jenn003ghee01_01,https://dbnl.org/nieuws/text.php?id=jenn003ghee01,2013_02   ,poëzie,
jonc006hede01,Hedensdaegse Venus en Minerva of twist-gesprek tusschen die zelfde,,1641.0,1ste druk,394960564,leide001inst01,1,1641,jonc006,Daniel,,Joncktys,ca. 1610,1654,,februari,Dordrecht,Rotterdam,dordr001,,rotte002,,0,https://dbnl.org/tekst/jonc006hede01_01,https://dbnl.org/nieuws/text.php?id=jonc006hede01,2011_01   ,poëzie,
jonc006rose01,"Roseliins oochies, ontleedt",,1639.0,1ste druk,39497090X,denha004koni01,1,1639,jonc006,Daniel,,Joncktys,ca. 1610,1654,,februari,Dordrecht,Rotterdam,dordr001,,rotte002,,0,https://dbnl.org/tekst/jonc006rose01_01,https://dbnl.org/nieuws/text.php?id=jonc006rose01,2011_01   ,poëzie,
kerc001vand01,Het II. Deel vanden speel-hof der liefde Godts,,1666.0,1ste druk,,gent_001univ01,1,1666,kerc001,Zuster,vanden,Kerchove,?(17de eeuw),?(17de eeuw),,,,,,,,,1,https://dbnl.org/tekst/kerc001vand01_01,https://dbnl.org/nieuws/text.php?id=kerc001vand01,2022_10   ,poëzie,
koen045brie01,"Brief-memoriael, van het apostolycke comptoor",,1670.0,1ste druk,,denha004koni01,1,1670,koen045,Jasper,,Koenekenius,1629,1715,,,,,,,,,0,https://dbnl.org/tekst/koen045brie01_01,,,poëzie,
kolm001leve01,"Levenders reden-feest, oft Amsteldams Helicon",,1624.0,1ste druk,393213315,denha004koni01,1,1624,kolm001,Jan Sijwertsz,,Kolm,1589,1637,,6 juni (begraven),Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/kolm001leve01_01,https://dbnl.org/nieuws/text.php?id=kolm001leve01,2012_04   ,poëzie,
krul001amst01,Amstelsche linde,,1627.0,1ste druk,,denha004koni01,1,1627,krul001,Jan Harmensz.,,Krul,ca. 1601-1602,1646,,11 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/krul001amst01_01,https://dbnl.org/nieuws/text.php?id=krul001amst01,2020_09   ,poëzie,
krul001eerl01,Eerlycke tytkorting,,1634.0,1ste druk,410866415,losan001gett01,1,1634,krul001,Jan Harmensz.,,Krul,ca. 1601-1602,1646,,11 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/krul001eerl01_01,https://dbnl.org/nieuws/text.php?id=krul001eerl01,2017_03   ,poëzie,
krul001verm01,Vermakelijcke uyren,,1628.0,1ste druk,,denha004koni01,1,1628,krul001,Jan Harmensz.,,Krul,ca. 1601-1602,1646,,11 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/krul001verm01_01,https://dbnl.org/nieuws/text.php?id=krul001verm01,2022_06   ,poëzie,
laat004chri01,Christelijcke en vermakelijcke gesangen,,1647.0,1ste druk,394969146,leide001univ01,1,1647,laat004,Franciscus,de,Laat,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/laat004chri01_01,https://dbnl.org/nieuws/text.php?id=laat004chri01,2014_02   ,poëzie,
leen001thea01,Theatrum stultorum,,1669.0,1ste druk,419321322,denha004koni01,1,1669,leen001,Jan,de,Leenheer,1642,1691,30 november,4 februari,Brussel,Brussel,bruss002,,bruss002,,0,https://dbnl.org/tekst/leen001thea01_01,https://dbnl.org/nieuws/text.php?id=leen001thea01,2018_05   ,poëzie,
leeu035chri01,Christelijcke plicht-rymen om te singen of te leesen,,1648.0,1ste druk,394985427,amste001univ01,1,1648,leeu035,Cornelis,de,Leeuw,1613,ca. 1664-1665,,,Edam,Amsterdam,edam_001,,amste001,,0,https://dbnl.org/tekst/leeu035chri01_01,https://dbnl.org/nieuws/text.php?id=leeu035chri01,2013_03   ,poëzie,
leeu035chri02,Christelycke plicht-rymen om te singen of te leesen,,1649.0,?,393528545,denha004koni01,3,1649,leeu035,Cornelis,de,Leeuw,1613,ca. 1664-1665,,,Edam,Amsterdam,edam_001,,amste001,,0,https://dbnl.org/tekst/leeu035chri02_01,,,poëzie,
lena003nieu01,Een nieu liedt-boeck genaemt den druyven-tros der amoureusheyt,,1602.0,1ste druk,394975014,amste001univ01,1,1602,lena003,Pieter,,Lenaerts van der Goes,?,?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/lena003nieu01_01,https://dbnl.org/nieuws/text.php?id=lena003nieu01,2013_01   ,poëzie,
leuv001amor01,Amoris divini et humani antipathia,,1629.0,1ste druk,394965620,nijme001univ01,1,1629,leuv001,Ludovicus,van,Leuven,na 1600,1661,,,Leuven?,Brussel,leuve001,,bruss002,,0,https://dbnl.org/tekst/leuv001amor01_01,https://dbnl.org/nieuws/text.php?id=leuv001amor01,2006_11   ,poëzie,
leuv001thea01,Theatrum amoris divini et humani,,1655.0,?,419146873,gent_001univ01,3,1655,leuv001,Ludovicus,van,Leuven,na 1600,1661,,,Leuven?,Brussel,leuve001,,bruss002,,0,https://dbnl.org/tekst/leuv001thea01_01,https://dbnl.org/nieuws/text.php?id=leuv001thea01,2018_06   ,poëzie,
lixb001heme02,"Hemelsch nachtegaelken oft gheestelijcke liedekens, om deught met vreught te beoeffenen",,1644.0,"2de, vermeerderde druk",397168055,amste001meer01,3,1644,lixb001,Joannes,de,Lixbona,?,1670,,30 december,,Antwerpen,,,antwe001,,0,https://dbnl.org/tekst/lixb001heme02_01,https://dbnl.org/nieuws/text.php?id=lixb001heme02,2014_01   ,poëzie,
lode002uyt_01,"Uyt-spanningen, behelsende eenige stigtelyke liederen",,1676.0,1ste druk,393478653,amste001univ01,1,1676,lode002,Jodocus,van,Lodenstein,1620,1677,6 februari,6 augustus,Delft,Utrecht,delft001,,utrec001,,0,https://dbnl.org/tekst/lode002uyt_01_01,https://dbnl.org/nieuws/text.php?id=lode002uyt_01,2013_04   ,poëzie,
loem001ghee01,Den gheestelycken Orpheus,,1660.0,1ste druk,393486834,gent_001univ01,1,1660,loem001,Gaudentius,van,Loemel,?(17de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/loem001ghee01_01,https://dbnl.org/nieuws/text.php?id=loem001ghee01,2013_01   ,poëzie,
lubb003lijd01,Der lijden vreucht,,1649.0,1ste druk,,denha004koni01,1,1649,lubb003,Judith,,Lubbers,1601,ca. 1670,21 december,,Amsterdam,Amsterdam,amste001,,amste001,,1,https://dbnl.org/tekst/lubb003lijd01_01,https://dbnl.org/nieuws/text.php?id=lubb003lijd01,2024_04   ,poëzie,
luyk001jezu01,Jezus en de ziel,,1685.0,?,400629291,utrec001univ01,3,1685,luyk001,Jan,,Luyken,1649,1712,16 april,5 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/luyk001jezu01_01,https://dbnl.org/nieuws/text.php?id=luyk001jezu01,2007_01   ,poëzie,
luyk001mens03,Het menselyk bedryf,,1694.0,1ste druk,,,1,1694,luyk001,Jan,,Luyken,1649,1712,16 april,5 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/luyk001mens03_01,,,poëzie,
luyk001mens03,Het menselyk bedryf,,1694.0,1ste druk,,,1,1694,luyk002,Caspar,,Luyken,1672,1708,18 december (gedoopt),4 oktober (begraven),Amsterdam,,amste001,,,,0,https://dbnl.org/tekst/luyk001mens03_01,,,poëzie,
luyk001vonc01,Voncken der liefde Jesu,,1687.0,1ste druk,413197905,gent_001univ01,1,1687,luyk001,Jan,,Luyken,1649,1712,16 april,5 april,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/luyk001vonc01_01,https://dbnl.org/nieuws/text.php?id=luyk001vonc01,2017_09   ,poëzie,
maer005sing01,Het singende nachtegaeltje,,1671.0,1ste druk,393478793,denha004koni01,1,1671,maer005,Cornelis,,Maertsz.,?,na 1671,,,Wervershoof,,werve001,,,,0,https://dbnl.org/tekst/maer005sing01_01,https://dbnl.org/nieuws/text.php?id=maer005sing01,2012_10   ,poëzie,
maer005stic01,Stichtelijcke gesangen,,1661.0,1ste druk,393478807,leide001univ01,1,1661,maer005,Cornelis,,Maertsz.,?,na 1671,,,Wervershoof,,werve001,,,,0,https://dbnl.org/tekst/maer005stic01_01,https://dbnl.org/nieuws/text.php?id=maer005stic01,2013_02   ,poëzie,
make001denh01,Den hemelschen handel der devote zielen,,1625.0,1ste druk,,gent_001univ01,1,1625,make001,Lodewijk,,Makeblijde,1565,1630,24 maart,17 augustus,Poperinge,Delft,poper001,,delft001,,0,https://dbnl.org/tekst/make001denh01_01,https://dbnl.org/nieuws/text.php?id=make001denh01,2021_11   ,poëzie,
mand001beth01,Bethlehem dat is het broodhuys,,1613.0,1ste druk,394969510,amste001univ01,1,1613,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001beth01_01,https://dbnl.org/nieuws/text.php?id=mand001beth01,2013_07   ,poëzie,
mand001guld01,"De gulden harpe, inhoudende al de geestelijcke liedekens",,1613.0,1ste druk,394969456,amste001univ01,1,1613,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001guld01_01,,,poëzie,
mand001guld02,"De gulden harpe, inhoudende al de liedekens, die voor desen by K.V.M. gemaeckt, ende in verscheyden Boecxkens uyt-ghegaen zijn",,1627.0,?,394964764,denha004koni01,3,1627,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001guld02_01,https://dbnl.org/nieuws/text.php?id=mand001guld02,2013_11   ,poëzie,
mand001herd01,Het Herder Pijpken,,1603.0,3de druk,400977354,gent_001univ01,3,1603,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001herd01_01,https://dbnl.org/nieuws/text.php?id=mand001herd01,2013_02   ,poëzie,
mand001hist01,History-Lied van den Ouden Tobias. Op de wijse Venus der minnen Godinnen,,1600.0,1ste druk,,denha004koni01,3,1600,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001hist01_01,,,poëzie,
mand001olij01,Olijfbergh ofte poëma van den laetsten dagh,,1609.0,1ste druk,,amste001univ01,1,1609,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001olij01_01,https://dbnl.org/nieuws/text.php?id=mand001olij01,2022_04   ,poëzie,
mand001schr01,Een schriftuerlijck Liedeken van Jephtah. Op de wijse,,1600.0,1ste druk,,denha004koni01,3,1600,mand001,Karel,van,Mander,1548,1606,mei,11 september,Meulebeke,Amsterdam,meule001,,amste001,,0,https://dbnl.org/tekst/mand001schr01_01,,,poëzie,
mayv001rowk01,Row klacht ver-toont. In tyt van droefheydt,,1634.0,1ste druk,394976088,,1,1634,mayv001,Jacob Coenraetsz,,Mayvogel,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/mayv001rowk01_01,,,poëzie,
mayv001scha01,Schadt-Kist der Liefde,,1632.0,1ste druk,377496375,denha004koni01,1,1632,mayv001,Jacob Coenraetsz,,Mayvogel,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/mayv001scha01_01,https://dbnl.org/nieuws/text.php?id=mayv001scha01,2012_04   ,poëzie,
mayv001verm01,"Vermakelijcke bruylofts-kroon, doorvlochten met verscheyden leersame gedichten",,1659.0,1ste druk,39497302X,denha004koni01,1,1659,mayv001,Jacob Coenraetsz,,Mayvogel,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/mayv001verm01_01,https://dbnl.org/nieuws/text.php?id=mayv001verm01,2013_02   ,poëzie,
mech003cloo01,Cloosterken der gheestelijcke verryssenisse ofte der ontwordentheyt,,1639.0,1ste druk,394962540,utrec001univ01,1,1639,mech003,Lucas,van,Mechelen,1595-1596,1652,,15 september,Aye,Gent,,belgi01,gent_001,,0,https://dbnl.org/tekst/mech003cloo01_01,https://dbnl.org/nieuws/text.php?id=mech003cloo01,2011_11   ,poëzie,
mech003ghee01,Den boeck der gheestelijcke sanghen,,1631.0,1ste druk,394971167,denha004koni01,1,1631,mech003,Lucas,van,Mechelen,1595-1596,1652,,15 september,Aye,Gent,,belgi01,gent_001,,0,https://dbnl.org/tekst/mech003ghee01_01,https://dbnl.org/nieuws/text.php?id=mech003ghee01,2013_11   ,poëzie,
merw001gees01,Geestelijke minnevlammen,,1653.0,1ste druk,393479048,particuliere collectie,1,1653,merw001,Matthijs,van der,Merwede,ca. 1625,na 1677,,,,,,,,,0,https://dbnl.org/tekst/merw001gees01_01,https://dbnl.org/nieuws/text.php?id=merw001gees01,2010_01   ,poëzie,
merw001uyth01,Uyt-heemsen oorlog ofte Roomse min-triomfen,,1651.0,1ste druk,393213862,denha004koni01,1,1651,merw001,Matthijs,van der,Merwede,ca. 1625,na 1677,,,,,,,,,0,https://dbnl.org/tekst/merw001uyth01_01,https://dbnl.org/nieuws/text.php?id=merw001uyth01,2010_01   ,poëzie,
meta001maes02,Maes-Sluysche compas,,1693.0,"6de, vermeerderde druk",393344932,leide001univ01,3,1693,meta001,Frank,,Metaal,ca. 1640,ca. 1700,,,,,,,,,0,https://dbnl.org/tekst/meta001maes02_01,https://dbnl.org/nieuws/text.php?id=meta001maes02,2012_10   ,poëzie,
meul006eens01,Het eensaem tortel-duyfken rustende op den aenghenaemen rooselaer gheplant in't hemels lust-hofken,,1694.0,1ste druk,,denha004koni01,1,1694,meul006,Catharina,van der,Meulen,1634,1719,,8 augustus,Antwerpen,Antwerpen,antwe001,,antwe001,,1,https://dbnl.org/tekst/meul006eens01_01,https://dbnl.org/nieuws/text.php?id=meul006eens01,2023_09   ,poëzie,
minn002eere02,Den eerelycken pluck-voghel,,1677.0,3de druk,393213889,denha004koni01,3,1677,minn002,Livinus,van der,Minnen,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/minn002eere02_01,https://dbnl.org/nieuws/text.php?id=minn002eere02,2010_08   ,poëzie,
moer015cley01,De cleyn vverelt,,1608.0,?,419111964,gent_001univ01,3,1608,moer015,Jan,,Moerman,1556,1621,,20 oktober (begraven),Het Kiel,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/moer015cley01_01,https://dbnl.org/nieuws/text.php?id=moer015cley01,2018_07   ,poëzie,
momm004brab02,"Het Brabandts nachtegaelken, met zijn driederley gesangh, te weten minne-liedekens, herders-sanghen, ende boertigheden",,1650.0,10de druk,396901921,bruss002koni01,3,1650,momm004,Jan,,Mommaert,?(17de eeuw),?,,,Brussel,,bruss002,,,,0,https://dbnl.org/tekst/momm004brab02_01,https://dbnl.org/nieuws/text.php?id=momm004brab02,2011_01   ,poëzie,
momm004brab03,"Het Brabantsch Nachtegaaltjen bestaande in minneliederen, herders zangen, boertigheden en drinkliederen",,1654.0,?,394974484,amste001meer01,3,1654,momm004,Jan,,Mommaert,?(17de eeuw),?,,,Brussel,,bruss002,,,,0,https://dbnl.org/tekst/momm004brab03_01,https://dbnl.org/nieuws/text.php?id=momm004brab03,2014_02   ,poëzie,
mont009stem02,Stemme des gejuygs en des heils over 't groote interest van een Christen,,1684.0,3de druk,393479188,utrec001univ01,3,1684,mont009,David,,Montanus,ca. 1630,1687,,16 juli,Antwerpen,Sluis,antwe001,,sluis001,,0,https://dbnl.org/tekst/mont009stem02_01,https://dbnl.org/nieuws/text.php?id=mont009stem02,2011_12   ,poëzie,
moon005sede01,Sedelycke lust-warande,,1678.0,1ste druk,421570172,leide001univ01,1,1678,moon005,Jacob,,Moons,1639,1721,6 juni,9 april,Antwerpen,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/moon005sede01_01,https://dbnl.org/nieuws/text.php?id=moon005sede01,2018_09   ,poëzie,
mori002dedi01,De dichtkunst,,1698.0,1ste druk,,amste001univ01,1,1698,mori002,Anna,,Morian,1647,1696,2 juni,17 juni,Amsterdam (omgeving),Amsterdam,amste001,,amste001,,1,https://dbnl.org/tekst/mori002dedi01_01,https://dbnl.org/nieuws/text.php?id=mori002dedi01,2024_05   ,poëzie,
mys_002ghee01,Gheestelycke plantaige van gheestelijcke op-climmende boomen,,1675.0,1ste druk,400995514,gent_001univ01,1,1675,mys_002,Joannes,,Mys,,,,,,,,,,,0,https://dbnl.org/tekst/mys_002ghee01_01,https://dbnl.org/nieuws/text.php?id=mys_002ghee01,2014_01   ,poëzie,
nerr001voor01,Voor-beeldt der waere deught,,1692.0,1ste druk,419321454,gent_001univ01,1,1692,nerr001,Franciscus,,Nerrincq,1638,1712,2 augustus,4 februari,Kortrijk,Mechelen,kortr001,,meche001,,0,https://dbnl.org/tekst/nerr001voor01_01,https://dbnl.org/nieuws/text.php?id=nerr001voor01,2018_07   ,poëzie,
nieu001poem01,Poëma vanden mensch,,1621.0,1ste druk,,leide001univ01,1,1621,nieu001,Guilliam,van,Nieuwelandt,1584,1635,,,Antwerpen,Amsterdam,antwe001,,amste001,,0,https://dbnl.org/tekst/nieu001poem01_01,https://dbnl.org/nieuws/text.php?id=nieu001poem01,2021_06   ,poëzie,
noot008jeug01,Jeugdige minne-spiegel,,1634.0,1ste druk,393487016,denha004koni01,1,1634,noot008,Pieter,,Nootmans,1600,voor 1652,2 juli,,Amsterdam,Amsterdam?,amste001,,amste001,,0,https://dbnl.org/tekst/noot008jeug01_01,https://dbnl.org/nieuws/text.php?id=noot008jeug01,2012_11   ,poëzie,
ocke003heme01,"Hemel-sucht, ofte syne laetste besigheydt: vervattende eenighe stucken des Nieuwen Testaments, als de Gheboorte, Opvoedingh, ende eenighe Wonderdaden onses Heeren iesu Christi",,1649.0,1ste druk,393345254,leide001univ01,1,1649,ocke003,Herman,,Ockes,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/ocke003heme01_01,https://dbnl.org/nieuws/text.php?id=ocke003heme01,2013_01   ,poëzie,
ooij001haer01,"Haerlemsche Somer-Bloempjes tweede offer, Aen de Vreught-lievende Nymphjes",,1646.0,1ste druk,39497073X,denha004koni01,1,1646,ooij001,Guillaume Abrahams,,Ooijevaer,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/ooij001haer01_01,https://dbnl.org/nieuws/text.php?id=ooij001haer01,2013_09   ,poëzie,
oost026gelo01,"Geloofs-liederen, dat is de Heidelbergsche ende Nederlantsche catechismus",,1666.0,?,394976894,utrec001univ01,3,1666,oost026,Volkerus,van,Oosterwyck,1602,1675,,31 december,Delft,Delft,delft001,,delft001,,0,https://dbnl.org/tekst/oost026gelo01_01,https://dbnl.org/nieuws/text.php?id=oost026gelo01,2011_11   ,poëzie,
oost026hofb01,De hof-bloemen ofte drie hondert stichtelijcke leersame bedenckingen over verscheyden gelegentheden betreffende d'oeffeningh der godtsaligheyt,,1659.0,1ste druk,,denha004koni01,1,1659,oost026,Volkerus,van,Oosterwyck,1602,1675,,31 december,Delft,Delft,delft001,,delft001,,0,https://dbnl.org/tekst/oost026hofb01_01,,,poëzie,
oost026ryme01,Rymen ende Zangen over het Hooge-Lied Salomons,,1655.0,1ste druk,377484954,denha004koni01,1,1655,oost026,Volkerus,van,Oosterwyck,1602,1675,,31 december,Delft,Delft,delft001,,delft001,,0,https://dbnl.org/tekst/oost026ryme01_01,https://dbnl.org/nieuws/text.php?id=oost026ryme01,2012_02   ,poëzie,
orle001vers01,Verscheyden bruyloft dichten ende liedekens ghedicht ende gecomponeert by verscheyden gheesten,,1611.0,1ste druk,393214206,denha004koni01,1,1611,orle001,Jan Jansz.,,Orlers,1570,1646,5 januari,10 augustus,Leiden,Leiden,leide001,,leide001,,0,https://dbnl.org/tekst/orle001vers01_01,https://dbnl.org/nieuws/text.php?id=orle001vers01,2013_11   ,poëzie,
otho001poem01,Poematia,,1617.0,1ste druk,,denha004koni01,1,1617,otho001,Johanna,,Othonia,ca. 1560,na 1617,,,Gent,Straatsburg?,gent_001,,,frank01,1,https://dbnl.org/tekst/otho001poem01_01,https://dbnl.org/nieuws/text.php?id=otho001poem01,2024_07   ,poëzie,
ouda001davi02,"Davids psalmen, nieuwlyx op rym-maat gestelt",,1685.0,2de druk,394973089,gent_001univ01,3,1685,camp001,Dirk Rafaelsz.,,Camphuysen,ca. 1586,1627,,19 juli,Gorinchem,Dokkum,gorin001,,dokku001,,0,https://dbnl.org/tekst/ouda001davi02_01,https://dbnl.org/nieuws/text.php?id=ouda001davi02,2014_01   ,poëzie,
ouda001davi02,"Davids psalmen, nieuwlyx op rym-maat gestelt",,1685.0,2de druk,394973089,gent_001univ01,3,1685,ouda001,Joachim,,Oudaen,1628,1692,7 oktober,26 april,Rijnsburg,Rotterdam,rijns001,,rotte002,,0,https://dbnl.org/tekst/ouda001davi02_01,https://dbnl.org/nieuws/text.php?id=ouda001davi02,2014_01   ,poëzie,
ouda001lijk02,"Lijk-gedachtenis van den eerwaardigen, gode-yverigen D. Jacobus Borstius",,1680.0,1ste druk,393214230,denha004koni01,1,1680,ouda001,Joachim,,Oudaen,1628,1692,7 oktober,26 april,Rijnsburg,Rotterdam,rijns001,,rotte002,,0,https://dbnl.org/tekst/ouda001lijk02_01,https://dbnl.org/nieuws/text.php?id=ouda001lijk02,,poëzie,
outh001uytv01,Uytvaard van den wel edelen gestrengen heere Tjaard Gerlacius,,1694.0,1ste druk,393214257,denha004koni01,1,1694,outh001,Gerardus,,Outhof,1673,1733,27 januari,29 januari,Amsterdam,Kampen,amste001,,kampe002,,0,https://dbnl.org/tekst/outh001uytv01_01,https://dbnl.org/nieuws/text.php?id=outh001uytv01,,poëzie,
outr001proe01,Proef-stukken van heilige sinne-beelden. Deel 1,,1700.0,1ste druk,401164691,,1,1700,outr001,Johannes,d',Outrein,1662,1722,17 oktober,24 februari,Middelburg,Amsterdam,midde009,,amste001,,0,https://dbnl.org/tekst/outr001proe01_01,https://dbnl.org/nieuws/text.php?id=outr001proe01,2015_12   ,poëzie,
over001psal01,De psalmen Davids,,1663.0,1ste druk,421512849,munch001baye01,1,1663,over001,Aernout,van,Overbeke,1632,1674,15 december,16 juli,Den Haag,Amsterdam,denha004,,amste001,,0,https://dbnl.org/tekst/over001psal01_01,https://dbnl.org/nieuws/text.php?id=over001psal01,2018_11   ,poëzie,
para003prin02,Princeliicke deuiisen,,1615.0,herdruk,,amste001univ01,3,1615,para003,Claude,,Paradin,ca. 1510,1573,,,Cuiseaux (Saône-et-Loire),,,frank01,,,0,https://dbnl.org/tekst/para003prin02_01,https://dbnl.org/nieuws/text.php?id=para003prin02,2016_04   ,poëzie,
para003prin02,Princeliicke deuiisen,,1615.0,herdruk,,amste001univ01,3,1615,sime003,Gabriel,,Simeon,1509,ca. 1575,25 juli,,Florence,Turijn,,itali01,,itali01,0,https://dbnl.org/tekst/para003prin02_01,https://dbnl.org/nieuws/text.php?id=para003prin02,2016_04   ,poëzie,
pass004spie01,Le miroir des plus belles courtisannes de ce temps,,1631.0,1ste druk,410866474,losan001gett01,1,1631,pass004,Crispijn,van de,Passe jr.,1594,1670,,,Keulen,Amsterdam,keule001,duits01,amste001,,0,https://dbnl.org/tekst/pass004spie01_01,https://dbnl.org/nieuws/text.php?id=pass004spie01,2017_03   ,poëzie,
pels017amst01,'t Amsteldams flvytertie fluytende op zyn fluytje sijn Amsteldamsche boertighe ghesangen op boertighe voysjes,,1626.0,1ste druk,39497106X,denha004koni01,1,1626,pels017,E.,,Pels de Jonge,?(16de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/pels017amst01_01,https://dbnl.org/nieuws/text.php?id=pels017amst01,2013_09   ,poëzie,
