ti_id,titel,vols,jaar,druk,ppn_o,bibliotheek,categorie,_jaar,pers_id,voornaam,voorvoegsel,achternaam,jaar_geboren,jaar_overlijden,geb_datum,overl_datum,geb_plaats,overl_plaats,geb_plaats_code,geb_land_code,overl_plaats_code,overl_land_code,vrouw,url,text_url,maand,genre,Unnamed: 28,jaar_numeric
fran011verh01,Het verheerlijkt Leyden,,1774,1ste druk,413197743,denha004koni01,1,1774,fran011,J.,le,Francq van Berkhey,1729,1812,23 januari,13 maart,Leiden,Den Haag,leide001,,denha004,,0,https://dbnl.org/tekst/fran011verh01_01,https://dbnl.org/nieuws/text.php?id=fran011verh01,2017_09   ,poëzie,,1774.0
fres003proe01,"Proeve van vyf klinkdichten, in welke naer rang zyn uitgelaten de vyf vocaelen of klinkletters",,1784,1ste druk,393476766,leide001univ01,1,1784,fres003,Albertus,,Frese,1714,1788,,,,,,,,,0,https://dbnl.org/tekst/fres003proe01_01,https://dbnl.org/nieuws/text.php?id=fres003proe01,2009_04   ,poëzie,,1784.0
fruy001eccl01,"Ecclesiasticus of de wijse sproken Iesu des soons Syrach. Nu eerstmael eurdeelt ende ghestelt in Liedekens, op bequame en ghemeyne voisen",,1565,1ste druk,394971221,antwe001univ01,1,1565,fruy001,Johan,,Fruytiers,?(16de eeuw),ca. 1580,,,,,,,,,0,https://dbnl.org/tekst/fruy001eccl01_01,https://dbnl.org/nieuws/text.php?id=fruy001eccl01,2011_01   ,poëzie,,1565.0
fruy001send01,Den Sendtbrief Pauli tot den Romeynen,,1582,1ste druk,393476774,leide001univ01,1,1582,fruy001,Johan,,Fruytiers,?(16de eeuw),ca. 1580,,,,,,,,,0,https://dbnl.org/tekst/fruy001send01_01,https://dbnl.org/nieuws/text.php?id=fruy001send01,2013_01   ,poëzie,,1582.0
gabb001lykt01,"Lyk-traanen gestort oover 'tooverlijden des hooghaghtbaaren, hoogh-beroemden heeren, heeren Gualteri Henrici Gualteri",,1653,1ste druk,393212114,denha004koni01,1,1653,gabb001,Simon Abbes,,Gabbema,1628,1688,oktober,,Leeuwarden,Leeuwarden,leeuw001,,leeuw001,,0,https://dbnl.org/tekst/gabb001lykt01_01,https://dbnl.org/nieuws/text.php?id=gabb001lykt01,,poëzie,,1653.0
gang002nieu01,"Een Nieuw geestelick Liedtboecxken, ghetoghen wt den Ouden ende Nieuwe Testamente",,1593,1ste druk,394969820,amste001univ01,1,1593,gang002,Claas,,Ganglofs,?(16de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/gang002nieu01_01,https://dbnl.org/nieuws/text.php?id=gang002nieu01,2012_11   ,poëzie,,1593.0
garg001nutt01,Nut tyd-verdryv,,1686,1ste druk,393476782,denha004koni01,3,1686,garg001,Mattheus,,Gargon,1661,1728,23 februari,14 april,Haarlem,Vlissingen,haarl001,,vliss002,,0,https://dbnl.org/tekst/garg001nutt01_01,https://dbnl.org/nieuws/text.php?id=garg001nutt01,2013_11   ,poëzie,,1686.0
gavr001gees01,Den geestelycke jacht,,1722,1ste druk,,londe002brit02,1,1722,gavr001,Johanna,de,Gavre,?(17de eeuw),?,,,,,,,,,1,https://dbnl.org/tekst/gavr001gees01_01,https://dbnl.org/nieuws/text.php?id=gavr001gees01,2021_09   ,poëzie,,1722.0
gavr001ghee01,Den gheestelijcken echo,,1694,1ste druk,,denha004koni01,1,1694,gavr001,Johanna,de,Gavre,?(17de eeuw),?,,,,,,,,,1,https://dbnl.org/tekst/gavr001ghee01_01,https://dbnl.org/nieuws/text.php?id=gavr001ghee01,2021_09   ,poëzie,,1694.0
gavr001godd01,Den Goddelycken Minnenpijl,,1678,1ste druk,393212122,denha004koni01,1,1678,gavr001,Johanna,de,Gavre,?(17de eeuw),?,,,,,,,,,1,https://dbnl.org/tekst/gavr001godd01_01,https://dbnl.org/nieuws/text.php?id=gavr001godd01,2012_11   ,poëzie,,1678.0
geld019huuw01,"Op het huuwelyk van monsieur Jan Egels, en juffrouw Maria Snep",,1708,1ste druk,393212130,denha004koni01,1,1708,geld019,Jan,,Geldorp,ca. 1678,?,,,,,,,,,0,https://dbnl.org/tekst/geld019huuw01_01,https://dbnl.org/nieuws/text.php?id=geld019huuw01,,poëzie,,1708.0
gell003fabe01,"Fabelen en vertelsels, in Nederduitsche vaerzen gevolgd",,1784,,393184722,haarl001stad01,3,1784,gell003,Christian F.,,Gellert,1715,1769,,,,,,,,,0,https://dbnl.org/tekst/gell003fabe01_01,,,poëzie,,1784.0
gell003fabe03,"Fabelen en vertelsels, in Nederduitsche vaerzen gevolgd",,1775,1ste druk,,leide001dbnl01,1,1775,gell003,Christian F.,,Gellert,1715,1769,,,,,,,,,0,https://dbnl.org/tekst/gell003fabe03_01,,,poëzie,,1775.0
gelr003triu01,Het triumph-hofjen Iesu Christi ende Marie,,1633,?,394975987,gent_001univ01,1,1633,gelr003,Pieter,van,Gelre,1622,1668,,23 februari,Tholen,Den Haag,thole001,,denha004,,0,https://dbnl.org/tekst/gelr003triu01_01,https://dbnl.org/nieuws/text.php?id=gelr003triu01,2012_09   ,poëzie,,1633.0
gent049terb01,Ter bruylofte van Jacob Wybrantsz. Schaaf. En Sara Leenderts vander Styl,,1675,1ste druk,393476839,denha004koni01,1,1675,gent049,B.,van,Gent,?(17de eeuw),,?,,,,,,,,0,https://dbnl.org/tekst/gent049terb01_01,https://dbnl.org/nieuws/text.php?id=gent049terb01,2013_06   ,poëzie,,1675.0
gera044sedi01,Sedighe onderwiisen der creatvren: in rhijm ghestelt,,1649,1ste druk,421511419,gent_001univ01,1,1649,gera044,M.,,Gerardts,?(17de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/gera044sedi01_01,https://dbnl.org/nieuws/text.php?id=gera044sedi01,2018_09   ,poëzie,,1649.0
gerr003nieu01,Een nieu gheestelijck liedt-boecxken,,1621,herdruk,,amste001univ01,3,1621,gerr003,Vrou,,Gerrits,ca. 1580,1605,,6 september,Medemblik,Texel,medem001,,,,1,https://dbnl.org/tekst/gerr003nieu01_01,https://dbnl.org/nieuws/text.php?id=gerr003nieu01,2024_09   ,poëzie,,1621.0
gher002tots01,Tot 's Heren lof verzaamd om vrolyck zinghen reyne dit liedeboeck ghenaamd,,1620,?,394968174,leide001univ01,3,1620,gher002,Abraham,van,Gherwen,?(16de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/gher002tots01_01,,,poëzie,,1620.0
ghij002hoon01,Den hoonig-raat der psalm-dichten ofte Davids psalmen met d'andere lof-sangen,,1686,1ste druk,410867187,denha004koni01,1,1686,ghij002,Hendrik,,Ghijsen,ca. 1633,1693,,4 november,,Amsterdam,,,amste001,,0,https://dbnl.org/tekst/ghij002hoon01_01,https://dbnl.org/nieuws/text.php?id=ghij002hoon01,2017_05   ,poëzie,,1686.0
ghys002dits01,Dits den 'Credo in Deum' gedicht op ten Coninck van Vranckryck,,1513,1ste druk,,,1,1513,ghys002,Antonius,,Ghyselers,voor 1490,na 1513,,,Landen,,lande003,,,,0,https://dbnl.org/tekst/ghys002dits01_01,,,poëzie,,1513.0
ghys002gris01,Griselde,,1517,1ste druk,,,1,1517,ghys002,Antonius,,Ghyselers,voor 1490,na 1513,,,Landen,,lande003,,,,0,https://dbnl.org/tekst/ghys002gris01_01,,,poëzie,,1517.0
ghys002leve01,Van den lever-eters,,1512,1ste druk,,,1,1512,ghys002,Antonius,,Ghyselers,voor 1490,na 1513,,,Landen,,lande003,,,,0,https://dbnl.org/tekst/ghys002leve01_01,,,poëzie,,1512.0
ghys002lied01,Liedt van den Hertoch van Geldre,,1505,1ste druk,,,1,1505,ghys002,Antonius,,Ghyselers,voor 1490,na 1513,,,Landen,,lande003,,,,0,https://dbnl.org/tekst/ghys002lied01_01,,,poëzie,,1505.0
ghys002lied02,Een liedeken van Thyenen,,1507,1ste druk,,,1,1507,ghys002,Antonius,,Ghyselers,voor 1490,na 1513,,,Landen,,lande003,,,,0,https://dbnl.org/tekst/ghys002lied02_01,,,poëzie,,1507.0
gijs004verm01,"Het vermaaklyk buitenleven, of de zingende en speelende boerenvreugd",,1716,1ste druk,394984609,denha004koni01,1,1716,gijs004,Jan,van,Gijsen,1668,1722,29 mei,29 januari,Haarlem,Amsterdam,haarl001,,amste001,,0,https://dbnl.org/tekst/gijs004verm01_01,https://dbnl.org/nieuws/text.php?id=gijs004verm01,2012_10   ,poëzie,,1716.0
goda002lykk01,Lyk-klagt over het droevig en ontijdig overlijden van de zeer godzalige zeer geleerde ende zeer vermaarde heer Jodocus à Lodenstein,,1677,1ste druk,393212165,denha004koni01,1,1677,goda002,Abraham,,Godart,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/goda002lykk01_01,https://dbnl.org/nieuws/text.php?id=goda002lykk01,,poëzie,,1677.0
gord002aand01,Aandachtige opmerkingen by wyze van uytbreydinge over de Tien Geboden Gods,,1686,1ste druk,,leide001univ01,1,1686,gord002,Geertruijd,,Gordon de Graeuw,1649,1728,4 juni,12 januari,Bergen op Zoom,Bergen op Zoom,berge003,,berge003,,1,https://dbnl.org/tekst/gord002aand01_01,https://dbnl.org/nieuws/text.php?id=gord002aand01,2020_09   ,poëzie,,1686.0
gord002depo01,De poësy van de geest en deugtryke juffrouw G. Gordon de Graeuw,,1710,1ste druk,,denha004koni01,1,1710,gord002,Geertruijd,,Gordon de Graeuw,1649,1728,4 juni,12 januari,Bergen op Zoom,Bergen op Zoom,berge003,,berge003,,1,https://dbnl.org/tekst/gord002depo01_01,https://dbnl.org/nieuws/text.php?id=gord002depo01,2020_12   ,poëzie,,1710.0
gouw004erat01,Erato,,1646,1ste druk,394970527,denha004koni01,1,1646,gouw004,Leonardus,,Gouwerak,ca. 1624,1670,,23 april,Rotterdam,Utrecht,rotte002,,utrec001,,0,https://dbnl.org/tekst/gouw004erat01_01,https://dbnl.org/nieuws/text.php?id=gouw004erat01,2011_10   ,poëzie,,1646.0
graa019leer01,Leerzame zinnebeelden; bestaande in christelyke bedenkingen,,1704,1ste druk,,denha004koni01,1,1704,graa019,Hendrik,,Graauwhart,1661,1732,16 mei,14 mei,Amsterdam,Amsterdam,amste001,,amste001,,0,https://dbnl.org/tekst/graa019leer01_01,https://dbnl.org/nieuws/text.php?id=graa019leer01,2017_01   ,poëzie,,1704.0
gren003nede01,Nederlandsche gezangen,,1785,1ste druk,393212467,denha004koni01,1,1785,gren003,Leendert,,Grendel,1766,1813,,22 juli,Gouda,Maastricht,gouda001,,maast001,,0,https://dbnl.org/tekst/gren003nede01_01,https://dbnl.org/nieuws/text.php?id=gren003nede01,2011_09   ,poëzie,,1785.0
grie003spre01,Spreeckende schildery,,1646,1ste druk,,leide001univ01,1,1646,grie003,Sibylle,van,Griethuysen,1621,1699,,,Buren,Groningen?,buren002,,groni001,,1,https://dbnl.org/tekst/grie003spre01_01,https://dbnl.org/nieuws/text.php?id=grie003spre01,2020_05   ,poëzie,,1646.0
groe019lofz01,"De lofzangen Israels, waar onder de Heere woont, zynde eenige geestelijke liederen (deel 1)",,1752,1ste druk,393212521,denha004koni01,1,1752,groe019,Jacob,,Groenewegen,1707,1780,6 november,,Zoetermeer,Hillegersberg,zoete002,,hille003,,0,https://dbnl.org/tekst/groe019lofz01_01,https://dbnl.org/nieuws/text.php?id=groe019lofz01,2011_12   ,poëzie,,1752.0
groe025nieu02,Het nieuwe Hoornse speel-werck,,1732,"2de, vermeerderde druk",39498482X,amste001meer01,3,1732,groe025,C.,,Groenveld,?(17de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/groe025nieu02_01,https://dbnl.org/nieuws/text.php?id=groe025nieu02,2010_09   ,poëzie,,1732.0
groe025nieu02,Het nieuwe Hoornse speel-werck,,1732,"2de, vermeerderde druk",39498482X,amste001meer01,3,1732,hof_005,Pieter IJsbrand,van der,Hof,?(18de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/groe025nieu02_01,https://dbnl.org/nieuws/text.php?id=groe025nieu02,2010_09   ,poëzie,,1732.0
groe025nieu02,Het nieuwe Hoornse speel-werck,,1732,"2de, vermeerderde druk",39498482X,amste001meer01,3,1732,kley007,C.G.,,Kleyn,?(17de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/groe025nieu02_01,https://dbnl.org/nieuws/text.php?id=groe025nieu02,2010_09   ,poëzie,,1732.0
groo001chri03,"Christelicke gesanghen, ghetrocken uyt het Oude ende Nieuwe Testament",,1621,1ste druk,394973399,utrec001univ01,1,1621,groo001,Hugo,de,Groot,1583,1645,10 april,28 augustus,Delft,Rostock,delft001,,,denem01,0,https://dbnl.org/tekst/groo001chri03_01,https://dbnl.org/nieuws/text.php?id=groo001chri03,2012_11   ,poëzie,,1621.0
g___002ghee01,Het gheestelyck minne-voncksken der Godt-minnende zielen,,1687,2de druk,,denha004koni01,3,1687,g___002,J.,,G.,?(17de eeuw),,,,,,,,,,1,https://dbnl.org/tekst/g___002ghee01_01,https://dbnl.org/nieuws/text.php?id=g___002ghee01,2023_03   ,poëzie,,1687.0
g___002lief01,Het lieffelyck orgel-pypken,,1664,1ste druk,,denha004koni01,1,1664,g___002,J.,,G.,?(17de eeuw),,,,,,,,,,1,https://dbnl.org/tekst/g___002lief01_01,https://dbnl.org/nieuws/text.php?id=g___002lief01,2023_11   ,poëzie,,1664.0
haec001psal01,De Psalmen Dauids,,1583,3de druk,394969391,amste001meer01,3,1583,haec001,Willem,van,Haecht,ca. 1530,voor 1612,,,Antwerpen?,Noord-Nederland,antwe001,,,,0,https://dbnl.org/tekst/haec001psal01_01,https://dbnl.org/nieuws/text.php?id=haec001psal01,2010_06   ,poëzie,,1583.0
haec001psal02,De Psalmen Dauids,,1579,1ste druk,,,1,1579,haec001,Willem,van,Haecht,ca. 1530,voor 1612,,,Antwerpen?,Noord-Nederland,antwe001,,,,0,https://dbnl.org/tekst/haec001psal02_01,,,poëzie,,1579.0
haef001heyr02,De heyr-baene des cruys,,1672,2de druk,398499683,gent_001univ01,3,1672,haef001,Benedictus,van,Haeften,1588,1648,,31 juli,Utrecht,Spa,utrec001,,spa__001,,0,https://dbnl.org/tekst/haef001heyr02_01,https://dbnl.org/nieuws/text.php?id=haef001heyr02,2015_09   ,poëzie,,1672.0
haef001lust01,Den lust-hof der Christelycke leeringhe,,1622,1ste druk,,leide001univ01,1,1622,haef001,Benedictus,van,Haeften,1588,1648,,31 juli,Utrecht,Spa,utrec001,,spa__001,,0,https://dbnl.org/tekst/haef001lust01_01,https://dbnl.org/nieuws/text.php?id=haef001lust01,2024_04   ,poëzie,,1622.0
haef001scho01,Schola cordis,,1629,1ste druk,,utrec001univ01,1,1629,haef001,Benedictus,van,Haeften,1588,1648,,31 juli,Utrecht,Spa,utrec001,,spa__001,,0,https://dbnl.org/tekst/haef001scho01_01,https://dbnl.org/nieuws/text.php?id=haef001scho01,2016_05   ,poëzie,,1629.0
haef004para01,Het paradijs der geestelijke en kerkelijke lofzangen (onder pseudoniem Salomon Theodotus),,1621,1ste druk,394963466,tilbu001bibl01,1,1621,haef004,Aegidius,,Haeffacker,?(16de eeuw),1623,,,Vreeswijk,Vreeswijk,vrees001,,vrees001,,0,https://dbnl.org/tekst/haef004para01_01,,,poëzie,,1621.0
haef004para02,Het paradijs der geestelijke en kerkelijke lofzangen (onder pseudoniem Salomon Theodotus),,1638,4de druk,394966244,utrec001univ01,3,1638,haef004,Aegidius,,Haeffacker,?(16de eeuw),1623,,,Vreeswijk,Vreeswijk,vrees001,,vrees001,,0,https://dbnl.org/tekst/haef004para02_01,https://dbnl.org/nieuws/text.php?id=haef004para02,2011_09   ,poëzie,,1638.0
haef004para03,"Het paradys der geestelijcke en kerckelijke lof-sangen, op de principaelste feest-dagen des gheheelen jaers",,1679,7de druk,377470287,denha004koni01,3,1679,haef004,Aegidius,,Haeffacker,?(16de eeuw),1623,,,Vreeswijk,Vreeswijk,vrees001,,vrees001,,0,https://dbnl.org/tekst/haef004para03_01,https://dbnl.org/nieuws/text.php?id=haef004para03,2014_02   ,poëzie,,1679.0
haef004para04,Het paradijs der geestelijke en kerkelijke lofzangen (onder pseudoniem Salomon Theodotus),,1690,8ste druk,377464856,denha004koni01,3,1690,haef004,Aegidius,,Haeffacker,?(16de eeuw),1623,,,Vreeswijk,Vreeswijk,vrees001,,vrees001,,0,https://dbnl.org/tekst/haef004para04_01,,,poëzie,,1690.0
haer002lied01,"Liedekens ende Refereynen Ghemaeckt by Haerlem Soetendal, van zijn Avontueren",,1618,8ste druk,400865106,gent_001univ01,3,1618,haer002,,,Haerlem Soetendal,?(16de eeuw),?(17de eeuw),,,,,,,,,0,https://dbnl.org/tekst/haer002lied01_01,https://dbnl.org/nieuws/text.php?id=haer002lied01,2013_06   ,poëzie,,1618.0
haes001jona01,Jonas de boetgezant,,1723,1ste druk,424116626,denha004koni01,1,1723,haes001,Joan,de,Haes,1685,1723,3 november,12 februari,Rotterdam,Rotterdam,rotte002,,rotte002,,0,https://dbnl.org/tekst/haes001jona01_01,https://dbnl.org/nieuws/text.php?id=haes001jona01,2019_02   ,poëzie,,1723.0
haes001juda01,Judas de verrader,,1714,1ste druk,423340158,denha004koni01,1,1714,haes001,Joan,de,Haes,1685,1723,3 november,12 februari,Rotterdam,Rotterdam,rotte002,,rotte002,,0,https://dbnl.org/tekst/haes001juda01_01,https://dbnl.org/nieuws/text.php?id=haes001juda01,2019_02   ,poëzie,,1714.0
hall003dood01,"Bij den dood van Richeus van Ommeren, rector der Latijnsche schoole te Amsteldam",,1796,1ste druk,393212556,denha004koni01,1,1796,hall003,M.C.,van,Hall,1768,1858,4 februari,19 januari,Vianen,Amsterdam,viane001,,amste001,,0,https://dbnl.org/tekst/hall003dood01_01,https://dbnl.org/nieuws/text.php?id=hall003dood01,,poëzie,,1796.0
halm002davi01,"Davids Harpzangen, of de CL Psalmen van den koninklyken Profeet David, en andere heilige Mannen",,1707,1ste druk,394963865,utrec001univ01,1,1707,halm002,François,,Halma,1653,1722,3 januari,13 januari,Willige Langerak-Schoonhoven,Leeuwarden,willi001,,leeuw001,,0,https://dbnl.org/tekst/halm002davi01_01,https://dbnl.org/nieuws/text.php?id=halm002davi01,2012_04   ,poëzie,,1707.0
halm002gere01,'t Gereformeert gezangboek over de voornaamste gevallen en waarheden van 't Christendom,,1712,1ste druk,394976185,denha004koni01,1,1712,halm002,François,,Halma,1653,1722,3 januari,13 januari,Willige Langerak-Schoonhoven,Leeuwarden,willi001,,leeuw001,,0,https://dbnl.org/tekst/halm002gere01_01,https://dbnl.org/nieuws/text.php?id=halm002gere01,2011_12   ,poëzie,,1712.0
halm002kast01,"Het kasteel van Aigermont, en d'omleggende landtstreeken in de heerlykheit van Nederkan, nevens de stadt Maastricht",,1715,1ste druk,413197794,denha004koni01,1,1715,halm002,François,,Halma,1653,1722,3 januari,13 januari,Willige Langerak-Schoonhoven,Leeuwarden,willi001,,leeuw001,,0,https://dbnl.org/tekst/halm002kast01_01,https://dbnl.org/nieuws/text.php?id=halm002kast01,2017_09   ,poëzie,,1715.0
hani001beve01,Het bevel van Cupido,,1653,1ste druk,396597696,amste001meer01,1,1653,hani001,Albertus Ignatius,d',Hanins,ca. 1630,1714,,,Land van de Waas,Gent,,,gent_001,,0,https://dbnl.org/tekst/hani001beve01_01,https://dbnl.org/nieuws/text.php?id=hani001beve01,2011_11   ,poëzie,,1653.0
hard001denv01,Den val ende op-stand vanden coninck ende prophete David,,1620,1ste druk,394971159,denha004koni01,1,1620,hard001,Justus,de,Harduwijn,1582,1636,11 april,9 mei,Gent,Oudegem,gent_001,,oudeg004,,0,https://dbnl.org/tekst/hard001denv01_01,https://dbnl.org/nieuws/text.php?id=hard001denv01,2012_11   ,poëzie,,1620.0
hard001godd01,Goddelicke lof-sanghen,,1620,1ste druk,393477223,denha004koni01,1,1620,hard001,Justus,de,Harduwijn,1582,1636,11 april,9 mei,Gent,Oudegem,gent_001,,oudeg004,,0,https://dbnl.org/tekst/hard001godd01_01,https://dbnl.org/nieuws/text.php?id=hard001godd01,2012_10   ,poëzie,,1620.0
hard001godd02,Goddelycke wenschen,,1629,1ste druk,393477231,leeuw001tres01,1,1629,hard001,Justus,de,Harduwijn,1582,1636,11 april,9 mei,Gent,Oudegem,gent_001,,oudeg004,,0,https://dbnl.org/tekst/hard001godd02_01,https://dbnl.org/nieuws/text.php?id=hard001godd02,2007_04   ,poëzie,,1629.0
hare004geva01,"Gevallen van Friso, koning der Gangariden en Prasiaten",,1741,1ste druk,393343049,leide001univ01,1,1741,hare004,Willem,van,Haren,1710,1768,21 april,4 juli,Leeuwarden,Sint-Oedenrode,leeuw001,,sinto001,,0,https://dbnl.org/tekst/hare004geva01_01,https://dbnl.org/nieuws/text.php?id=hare004geva01,2005_05   ,poëzie,,1741.0
harl003eeni01,Eenighe gheestelijcke liedekens,,1612,1ste druk,393477282,amste001univ01,1,1612,harl003,J. Jacobsz.,,Harlingen,?(16de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/harl003eeni01_01,https://dbnl.org/nieuws/text.php?id=harl003eeni01,2013_03   ,poëzie,,1612.0
harm001suyv01,Een suyverlick boecxken begrypende alle de gheestelicke liedekens,,1617,1ste druk,393212572,denha004koni01,1,1617,harm001,Thonis,,Harmansz. van Wervershoef,?(16de eeuw),?,,,,,,,,,0,https://dbnl.org/tekst/harm001suyv01_01,https://dbnl.org/nieuws/text.php?id=harm001suyv01,2013_11   ,poëzie,,1617.0
hart022tobi01,Tobias,,1688,1ste druk,,amste001univ01,1,1688,hart022,Elizabet,,Hartloop,1655,1685,,21 april,Delft,Amsterdam,delft001,,amste001,,1,https://dbnl.org/tekst/hart022tobi01_01,https://dbnl.org/nieuws/text.php?id=hart022tobi01,2020_12   ,poëzie,,1688.0
hart043gees01,"Het geestelijck bieken, of geestelycke sangh-dichten",,1674,1ste druk,396597750,amste001meer01,1,1674,hart043,Herman,,Harts,1625,1685,2 november,30 maart,Aarschot,,aarsc001,,,,0,https://dbnl.org/tekst/hart043gees01_01,https://dbnl.org/nieuws/text.php?id=hart043gees01,2010_09   ,poëzie,,1674.0
hart045nieu02,"Den nieuwen Katwycker christelyke Zee-vaert, versien met nieuwe christelijcke gezangen",,1732,2de druk,393343073,leide001univ01,3,1732,hart045,Floris Willemsz.,van der,Hart,ca. 1660,?(18de eeuw),,,,,,,,,0,https://dbnl.org/tekst/hart045nieu02_01,https://dbnl.org/nieuws/text.php?id=hart045nieu02,2014_05   ,poëzie,,1732.0
heem001inle01,Inleijdinghe tot het ontwerp van een Batavische Arcadia,,1637,1ste druk,393212629,denha004koni01,1,1637,heem001,Johan,van,Heemskerck,1597,1656,,27 februari,Amsterdam,Den Haag,amste001,,denha004,,0,https://dbnl.org/tekst/heem001inle01_01,https://dbnl.org/nieuws/text.php?id=heem001inle01,2013_11   ,poëzie,,1637.0
heem001pubo01,"Pvb. Ovidii Nasonis Minne-kunst, gepast op d'Amsterdamsche vryagien: met noch andere minne-dichten ende mengel-dichten, alle nieu ende te voren niet gesien.",,1622,1ste druk,377534978,denha004koni01,1,1622,heem001,Johan,van,Heemskerck,1597,1656,,27 februari,Amsterdam,Den Haag,amste001,,denha004,,0,https://dbnl.org/tekst/heem001pubo01_01,https://dbnl.org/nieuws/text.php?id=heem001pubo01,2012_02   ,poëzie,,1622.0
heem007nede01,Nederduytsche poëmata,,1619,1ste druk,,leide001univ01,1,1619,heem007,Jan David,,Heemssen,1581,1644,2 mei,13 december,Antwerpen,Antwerpen,antwe001,,antwe001,,0,https://dbnl.org/tekst/heem007nede01_01,https://dbnl.org/nieuws/text.php?id=heem007nede01,2020_12   ,poëzie,,1619.0
heer001psal01,Psalmen Davids na d'Ebreeusche waerheit,,1565,1ste druk,394970519,gent_001univ01,1,1565,heer001,Lucas,de,Heere,1534,1584,,29 augustus,Gent,Parijs,gent_001,,parij001,frank01,0,https://dbnl.org/tekst/heer001psal01_01,https://dbnl.org/nieuws/text.php?id=heer001psal01,2012_10   ,poëzie,,1565.0
heer001wwat01,Den hof en boomgaerd der poësien,,1565,1ste druk,,,1,1565,heer001,Lucas,de,Heere,1534,1584,,29 augustus,Gent,Parijs,gent_001,,parij001,frank01,0,https://dbnl.org/tekst/heer001wwat01_01,,,poëzie,,1565.0
hein001amba01,'Ambacht van Cupido',,1616,1ste druk,,,1,1616,hein001,Daniël,,Heinsius,1580,1655,9 juni,25 februari,Gent,Leiden,gent_001,,leide001,,0,https://dbnl.org/tekst/hein001amba01_01,,,poëzie,,1616.0
hein001bbec01,Nederduytsche poemata,,1616,1ste druk,,losan001gett01,1,1616,hein001,Daniël,,Heinsius,1580,1655,9 juni,25 februari,Gent,Leiden,gent_001,,leide001,,0,https://dbnl.org/tekst/hein001bbec01_01,,,poëzie,,1616.0
hein001cont01,De contemptu mortis,,1621,1ste druk,,denha004koni01,1,1621,hein001,Daniël,,Heinsius,1580,1655,9 juni,25 februari,Gent,Leiden,gent_001,,leide001,,0,https://dbnl.org/tekst/hein001cont01_01,https://dbnl.org/nieuws/text.php?id=hein001cont01,2022_05   ,poëzie,,1621.0
hein001embl01,Emblemata amatoria,,1608,1ste druk,,,1,1608,hein001,Daniël,,Heinsius,1580,1655,9 juni,25 februari,Gent,Leiden,gent_001,,leide001,,0,https://dbnl.org/tekst/hein001embl01_01,,,poëzie,,1608.0
hein001hymn01,Hymnus of lofsanck van Bacchus,,1614,1ste druk,,,1,1614,hein001,Daniël,,Heinsius,1580,1655,9 juni,25 februari,Gent,Leiden,gent_001,,leide001,,0,https://dbnl.org/tekst/hein001hymn01_01,,,poëzie,,1614.0
hein001spie01,Spiegel van de doorluchtige vrouwen,,1606,1ste druk,42334059X,gent_001univ01,1,1606,hein001,Daniël,,Heinsius,1580,1655,9 juni,25 februari,Gent,Leiden,gent_001,,leide001,,0,https://dbnl.org/tekst/hein001spie01_01,https://dbnl.org/nieuws/text.php?id=hein001spie01,2019_03   ,poëzie,,1606.0
hell005nieu01,Een nieuw Mey-Lied op de wijse,,1585,1ste druk,,denha004koni01,3,1585,hell005,Pieter Jansz.,,Helleman,?(16de eeuw),,,,,,,,,,0,https://dbnl.org/tekst/hell005nieu01_01,,,poëzie,,1585.0
henn001klag01,"Klagte van den Heere Jac. Veenhuize over het rampzalig afsterven van zyn goudvink, canaryvogel, hond Juffer, en paard Princes genaamt",,1716,1ste druk,,,1,1716,henn001,Robert,,Hennebo,ca. 1685,ca. 1737,,29 juni,Leiden,Amsterdam,leide001,,amste001,,0,https://dbnl.org/tekst/henn001klag01_01,,,poëzie,,1716.0
henn001lofd01,De lof der jenever,,1718,1ste druk,,,1,1718,henn001,Robert,,Hennebo,ca. 1685,ca. 1737,,29 juni,Leiden,Amsterdam,leide001,,amste001,,0,https://dbnl.org/tekst/henn001lofd01_01,,,poëzie,,1718.0
hess008zins01,Zinspeelende liefdensgezangen,,1741,1ste druk,394974948,amste001meer01,1,1741,hess008,Willem,,Hessen,1702,1741,1 maart (gedoopt),5 augustus (begraven),Haarlem,Haarlem,haarl001,,haarl001,,0,https://dbnl.org/tekst/hess008zins01_01,https://dbnl.org/nieuws/text.php?id=hess008zins01,2010_09   ,poëzie,,1741.0
heus010chri02,Byvoeghsel tot den Christelijcken jongelingh,,1647,4de druk,400385384,denha004koni01,3,1647,heus010,Frans Esausz.,den,Heussen,1599,1679,,,Enkhuizen,Oostvlieland,enkhu001,,oostv001,,0,https://dbnl.org/tekst/heus010chri02_01,https://dbnl.org/nieuws/text.php?id=heus010chri02,2014_05   ,poëzie,,1647.0
